BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PACT;PDEN
MCO;2014;330780115;330000076;23;8395;711;20;6754;97;30514;6535;26;17469;;;0;0;0;120;38909;7246;46;24223;16;5;;;8180;27;8041;;0;;;43;8046;;;8180;;;;;;;;;;;;;;1050;500;
MCO;2014;330780206;330000126;14;5110;274;7;1309;33;12045;2955;800;8448;;;0;0;0;47;17155;3229;807;9757;4;0;;;1257;20;4933;;0;;;24;4933;;;1257;;;;;;;;;;;;;;;;
MCO;2014;330780255;330010059;;;0;0;0;54;19710;2111;8;7980;;;0;0;0;54;19710;2111;8;7980;;0;;;0;19;8305;;0;;;19;8305;;;0;0;0;0;0;0;0;0;;0;;;;;0;0;0
MCO;2014;330780263;330000134;28;10220;8433;5360;10130;90;32850;4855;91;21891;31;11315;1860;255;6699;149;54385;15148;5706;38720;16;0;;;2443;43;9200;0;0;;;59;9200;;;2443;;;;;;;;;;;;;;301;;
MCO;2014;330780271;330021429;;;0;0;0;65;23725;3746;6;10124;;;0;0;0;65;23725;3746;6;10124;;0;;;0;20;4586;;0;;;20;4586;;;0;;;;;;;;;;;;;;;;
MCO;2014;330780354;330000225;63;22995;3669;40;15292;4;1460;274;0;651;;;0;0;0;67;24455;3943;40;15943;1;23;;;555;9;2463;;0;;;10;2486;;;555;;;;;;;;;;;;;;;;
MCO;2014;330780370;750034589;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;1196;;;0;;0;;0;;;3;1196;;;0;;;;;;;;;;;;;;;;
MCO;2014;330780453;330000308;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;20538;;0;;0;;;0;0;;;20538;;;;;;;;;;;;;;;;
MCO;2014;330780479;330000274;85;31025;12001;4695;39815;93;33945;3747;24;20472;60;21900;4143;94;17249;238;86870;19891;4813;77536;14;869;;;10424;27;7661;1;116;;;42;8646;;;10424;;;;;;;;;;;;;;;;
MCO;2014;330780487;330000282;0;0;0;0;0;20;7300;1023;3;1103;0;0;0;0;0;20;7300;1023;3;1103;0;0;0;0;0;27;4949;0;0;0;0;27;4949;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;330780495;330796392;36;13140;3985;1893;12325;31;11315;1336;27;5327;11;4015;631;169;1828;78;28470;5952;2089;19480;;0;;;90;10;2539;;0;;;10;2539;;;90;1;0;0;1;0;1;0;0;1;;;15;15;27968;677;
MCO;2014;330780503;330000308;57;20805;3646;6;15988;94;30660;11621;4493;24553;43;15695;547;0;2344;194;67160;15814;4499;42885;;23;;;122;27;6097;;18;;;27;6138;;;122;;;;;;;;;;;;;;;;
MCO;2014;330780511;330000316;18;6570;1228;57;4314;54;19710;2124;42;6954;;;0;0;0;72;26280;3352;99;11268;4;0;;;1772;3;4850;;0;;;7;4850;;;1772;;;;;;;;;;;;;;;;
MCO;2014;330780529;330796392;42;15330;3693;1484;10753;102;37230;4441;43;22767;;;0;0;0;144;52560;8134;1527;33520;;0;;;244;33;6681;;0;;;33;6681;;;244;1;0;0;1;0;0;1;0;0;;;;;32212;3588;0
MCO;2014;330780537;330000324;62;22630;4398;1814;20768;47;17155;2742;157;12034;13;4745;412;0;1828;122;44530;7552;1971;34630;2;19;0;0;7;15;3400;2;131;;;19;3550;0;0;7;1;1;0;1;1;0;1;0;1;;;;;65;38;0
MCO;2014;330781139;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;210;;;0;;0;;0;;;2;210;;;0;0;0;;;1;0;0;0;0;;10;;;1367;;
MCO;2014;330781303;750821092;120;42964;5690;645;28816;69;24415;2564;47;12935;0;0;0;0;0;189;67379;8254;692;41751;7;992;0;0;856;12;1654;0;0;0;0;19;2646;0;0;856;1;1;0;1;1;0;1;0;1;;5;;110;61277;38586;13642
MCO;2014;330781337;330781196;71;24707;1264;6;20849;0;0;0;0;0;0;0;0;0;0;71;24707;1264;6;20849;4;654;0;0;12;0;0;0;0;0;0;4;654;0;0;12;0;0;0;0;0;0;0;0;0;;;;;1986;;3369
MCO;2014;330781352;330781196;284;95209;19806;3447;90830;58;20075;1916;93;14585;0;0;0;0;0;342;115284;21722;3540;105415;52;5711;0;0;8572;7;1136;;0;0;0;59;6847;0;0;8572;1;1;1;1;0;0;0;0;0;;;;;48435;25254;
MCO;2014;330781360;330781196;583;179948;43223;12926;198674;567;190772;23390;2704;122922;149;49755;9063;299;45042;1299;420475;75676;15929;366638;51;12012;5;783;24994;46;9613;25;4297;;;122;25922;5;783;24994;0;0;0;0;1;1;0;1;1;;;;;254799;227470;
MCO;2014;330781402;330000670;25;8215;1988;99;6128;53;19345;3573;23;10633;;;0;0;0;78;27560;5561;122;16761;0;0;;;465;33;6132;;0;;;33;6132;;;465;0;0;0;0;0;0;0;0;;;;;;;;
MCO;2014;330782582;330000928;101;35970;2912;40;22938;52;18460;4355;66;15852;40;14040;1104;15;4538;193;68470;8371;121;43328;10;71;;;1623;21;10610;0;0;;;31;10681;;;1623;;;;;;;;;;;;;;;;
MCO;2014;330783648;330781196;460;146145;28412;6625;127465;215;72660;6054;538;44533;;;0;0;0;675;218805;34466;7163;171998;60;13552;;;35469;4;593;;0;;;64;14145;;;35469;1;1;1;1;0;0;1;0;0;;;;;79427;37550;
MCO;2014;330802752;330781196;23;6920;393;1;6434;0;0;0;0;0;0;0;0;0;0;23;6920;393;1;6434;6;2068;0;0;0;0;0;0;0;0;0;6;2068;0;0;0;0;0;0;0;0;0;0;0;0;;;;;3555;86;
MCO;2014;330804501;330781212;18;4827;536;2;4841;;;0;0;0;;;0;0;0;18;4827;536;2;4841;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;191;;
MCO;2014;340000025;340780048;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;1089;;;0;;0;;0;;;4;1089;;;0;;;;;;;;;;;;;;;;
MCO;2014;340000033;340780055;297;105115;16795;2084;94923;103;36770;5629;220;29884;26;9490;1973;153;7637;426;151375;24397;2457;132444;18;1585;;;4778;12;2382;4;751;;;34;4718;;;4778;1;1;1;1;1;1;1;1;1;87;71;80;126;108945;105296;1478
MCO;2014;340000173;340780451;27;9855;492;15;4566;;;0;0;0;;;0;0;0;27;9855;492;15;4566;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;340000207;340780493;91;33013;5030;93;30588;68;24817;2720;34;17001;0;0;0;0;0;159;57830;7750;127;47589;44;633;0;0;67189;12;1931;0;0;0;0;56;2564;0;0;67189;0;1;0;0;0;0;0;0;0;;;;;50003;17176;334
MCO;2014;340000215;340780519;22;8030;578;33;6430;;;0;0;0;;;0;0;0;22;8030;578;33;6430;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;340000223;340011295;129;47085;7852;757;45543;49;19253;2815;185;13532;25;9125;1858;426;6036;203;75463;12525;1368;65111;7;1022;;;1268;6;1205;;401;;;13;2628;;;1268;1;0;1;1;1;1;1;0;1;80;40;20;5;43287;9073;1029
MCO;2014;340000231;340780535;26;8357;457;4;8354;;;0;0;0;;;0;0;0;26;8357;457;4;8354;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;340000249;340780543;17;4015;217;2;3148;;;0;0;0;;;0;0;0;17;4015;217;2;3148;0;0;0;;1;;0;;0;;;0;0;0;;1;0;0;0;0;1;0;0;0;0;;5;;;219;;
MCO;2014;340008275;340780477;44;16060;1409;8;15680;;;0;0;0;;;0;0;0;44;16060;1409;8;15680;10;1268;;;50;;0;;0;;;10;1268;;;50;0;0;0;0;1;0;0;0;0;;;;;2888;259;262
MCO;2014;340009539;340009489;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;9119;;0;;0;;;0;0;;;9119;;;;;;;;;;;;;;;;
MCO;2014;340009885;340009877;20;7300;1109;12;5639;40;14600;3235;16;11261;32;11680;1780;30;6955;92;33580;6124;58;23855;0;0;;;3210;15;6158;1;336;;;16;6494;;;3210;;;;;;;;;;;;;;;;
MCO;2014;340015502;340000512;105;38325;9886;1090;46566;145;52925;5139;16;29432;;;0;0;0;250;91250;15025;1106;75998;2;699;;;0;20;7370;;0;;;22;8069;;;0;;;;;;;;;;;;;;;;
MCO;2014;340015965;340000074;33;12045;2221;16;14782;180;65700;8325;86;36233;0;0;0;0;0;213;77745;10546;102;51015;18;0;0;0;4071;31;9080;0;0;0;0;49;9080;0;0;4071;;;;;;;;;;;;;;;;
MCO;2014;340015999;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;32053;;0;;0;;;;0;;;32053;;;;;;;;;;;;;;;;
MCO;2014;340017292;340009489;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;0;0;;;4919;;0;;0;;;0;0;;;4919;;;;;;;;;;;;;;;;
MCO;2014;340017490;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2945;;0;;0;;;;0;;;2945;;;;;;;;;;;;;;;;
MCO;2014;340780139;340000090;;;0;0;0;84;30660;6032;1957;15645;;;0;0;0;84;30660;6032;1957;15645;;0;;;0;10;2344;;0;;;10;2344;;;0;;;;;;;;;;;;;;;;
MCO;2014;340780147;340000108;10;3650;1592;327;5321;10;3650;675;18;2722;;;0;0;0;20;7300;2267;345;8043;;0;;;0;9;1097;;0;;;9;1097;;;0;;;;;;;;;;;;;;;;
MCO;2014;340780154;340000116;10;3650;1360;220;5307;26;9490;750;19;3498;0;0;0;0;0;36;13140;2110;239;8805;;0;;;7;15;5229;;0;;;15;5229;;;7;;;;;;;;;;;;;;;;
MCO;2014;340780436;340011295;30;10950;813;8;10837;;;0;0;0;;;0;0;0;30;10950;813;8;10837;2;103;;;2;;0;;0;;;2;103;;;2;0;0;1;1;1;0;1;0;0;89;94;;;5398;1458;0
MCO;2014;340780444;340009893;10;3650;171;1;3070;;;0;0;0;;;0;0;0;10;3650;171;1;3070;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;340780568;340000256;17;6205;801;6;4559;;;0;0;0;;;0;0;0;17;6205;801;6;4559;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;340780634;340000272;25;9125;1435;86;9032;90;32850;5779;68;20148;;;0;0;0;115;41975;7214;154;29180;2;5;0;0;894;26;11779;;0;;;28;11784;0;0;894;;;;;;;;;;;;;;;;
MCO;2014;340780642;340785856;40;8030;1822;70;8152;119;20865;4527;11;17391;;;0;0;0;159;28895;6349;81;25543;2;4581;0;0;2152;20;4716;;0;;;22;9297;0;0;2152;1;1;0;1;1;0;0;1;1;;21;;90;79450;;
MCO;2014;340780667;340000280;100;36500;6126;141;45116;100;36500;4726;111;27249;0;;0;0;0;200;73000;10852;252;72365;9;1402;0;0;6282;19;8398;;0;;;28;9800;0;0;6282;;;;;;;;;;;;;;;;
MCO;2014;340780675;340000298;58;21170;2262;47;17828;42;15330;2882;343;7611;58;21170;3707;105;15256;158;57670;8851;495;40695;43;44;;;8354;33;8259;1;1013;;;77;9316;;;8354;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;340780683;340000306;16;5840;929;241;3862;85;31025;5063;308;15168;71;25915;4782;931;17312;172;62780;10774;1480;36342;;0;;;34;18;8934;4;1825;;;22;10759;;;34;;;;;;;;;;;;;;;;
MCO;2014;340780717;340008150;15;5475;2156;396;8487;45;16425;1464;0;6871;10;3650;407;0;1500;70;25550;4027;396;16858;;0;;;159;4;2977;1;114;;;5;3091;;;159;;;;;;;;;;;;;;;;
MCO;2014;340780725;340016864;4;1104;657;168;540;13;4745;391;0;547;;;0;0;0;17;5849;1048;168;1087;;0;;;0;13;5766;;0;;;13;5766;;;0;;;;;;;;;;;;;;;;
MCO;2014;340780741;340000348;;;0;0;0;38;13870;2406;13;8516;25;9125;577;34;2179;63;22995;2983;47;10695;;0;;;23;12;6412;1;206;;;13;6618;;;23;;;;;;;;;;;;;;;;
MCO;2014;340780840;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;1;;;31760;;0;;0;;;;1;;;31760;;;;;;;;;;;;;;;;
MCO;2014;340781608;340015171;46;16790;1492;61;14366;;;0;0;0;;;0;0;0;46;16790;1492;61;14366;;0;;;16;;0;;0;;;;0;;;16;0;0;0;0;0;0;0;0;0;;;;;251;;
MCO;2014;340782036;340780477;312;108802;11018;267;95323;60;19560;2945;92;15531;;;0;0;0;372;128362;13963;359;110854;48;6114;;;12067;5;397;;0;;;53;6511;;;12067;0;1;0;1;0;0;0;0;0;;;;;91352;49769;0
MCO;2014;340782085;340780477;120;43780;6178;478;38535;134;45497;7927;448;30555;;;0;0;0;254;89277;14105;926;69090;17;2026;;;1025;10;5319;;0;;;27;7345;;;1025;0;0;0;0;1;1;0;0;1;;;;;136298;116625;77
MCO;2014;340785161;340780477;272;92432;23355;7898;74478;162;59123;9382;659;41892;;;0;0;0;434;151555;32737;8557;116370;40;6071;;;4123;15;2934;;0;;;55;9005;;;4123;0;0;1;0;0;1;0;1;0;;;;;166504;78575;182
MCO;2014;340796663;340780477;261;90299;9412;644;76977;56;20440;2299;52;14488;95;34675;9653;1491;25804;412;145414;21364;2187;117269;43;6008;;;5024;6;955;14;3111;;;63;10074;;;5024;1;0;0;0;0;1;1;0;0;;;;;215968;33160;6
MCO;2014;350000014;350005179;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;904;;;0;;0;;0;;;5;904;;;0;0;0;0;0;0;0;0;0;0;;;;;1264;;
MCO;2014;350000063;220020739;33;12045;630;2;8723;;;0;0;0;;;0;0;0;33;12045;630;2;8723;5;56;;;13;;0;;0;;;5;56;;;13;1;;;0;1;;;;;;;;;332;;
MCO;2014;350000071;750000218;22;8030;829;6;6620;;;0;0;0;;;0;0;0;22;8030;829;6;6620;1;249;;;41;;0;;0;;;1;249;;;41;1;0;0;0;1;0;0;0;0;;10;;;424;;
MCO;2014;350000121;350000303;52;15838;3562;511;29601;271;96695;17929;2660;58403;48;17520;2974;73;13825;371;130053;24465;3244;101829;23;4;;;9194;67;16760;3;54;;;93;16818;;;9194;;;;;;;;;;;;;;;;
MCO;2014;350000139;350001137;9;3285;1187;281;5603;77;28105;3535;312;10737;57;20805;5159;205;21110;143;52195;9881;798;37450;0;2857;;;37;30;2815;4;1302;;;34;6974;;;37;1;0;0;1;0;1;0;0;0;;;;;81049;6072;
MCO;2014;350000147;350000022;306;109958;14243;468;94681;60;24144;3280;294;17835;34;12410;3310;163;13776;400;146512;20833;925;126292;28;2181;;;9153;13;1503;2;657;;;43;4341;;;9153;1;1;1;1;1;1;1;1;0;79;38;30;;59883;7871;89
MCO;2014;350000154;350000030;143;49889;6572;341;46104;28;12129;1769;154;7956;24;8760;1382;50;6077;195;70778;9723;545;60137;7;1005;;;133;5;796;2;261;;;14;2062;;;133;1;0;1;1;1;1;1;0;0;40;12;25;;43635;2349;
MCO;2014;350000162;350000048;85;26433;4371;575;26008;40;8377;1524;46;8310;20;3166;890;168;3140;145;37976;6785;789;37458;3;612;0;0;105;4;792;0;0;0;0;7;1404;0;0;105;1;0;0;1;0;0;1;0;0;;;;;35079;8671;0
MCO;2014;350000188;350000055;83;30295;4313;314;23421;24;8760;1451;203;6720;19;6935;1026;50;4785;126;45990;6790;567;34926;11;1295;;;354;;0;0;65;;;11;1360;;;354;1;0;1;1;0;1;0;0;1;;;;;39597;717;
MCO;2014;350000196;350000311;;;155;2;1133;69;25185;4851;1617;10737;;;0;0;0;69;25185;5006;1619;11870;4;0;;;2778;11;3847;;0;;;15;3847;;;2778;;;;;;;;;;;;;;;;
MCO;2014;350000204;350023248;15;5475;341;4;4668;;;0;0;0;;;0;0;0;15;5475;341;4;4668;;0;;;2;;0;;0;;;;0;;;2;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;350000212;350000089;20;7300;392;5;5523;;;0;0;0;;;0;0;0;20;7300;392;5;5523;;0;;;1;;0;;0;;;;0;;;1;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;350000410;350002291;15;5475;287;1;4380;;;0;0;0;;;0;0;0;15;5475;287;1;4380;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;350000436;350002317;11;4015;219;2;3123;;;0;0;0;;;0;0;0;11;4015;219;2;3123;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;350000444;350048518;12;4380;248;1;4212;;;0;0;0;;;0;0;0;12;4380;248;1;4212;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;350000451;350002333;20;7300;201;1;3766;;;0;0;0;;;0;0;0;20;7300;201;1;3766;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;350000741;350005179;556;188550;31860;3776;174572;306;101625;13213;430;86780;;;0;0;0;862;290175;45073;4206;261352;71;10776;2;125;21237;24;5206;;0;;;95;15982;2;125;21237;1;1;;1;1;0;1;0;1;;110;;50;129721;57305;5767
MCO;2014;350002192;220020739;132;45705;7987;326;35766;30;8532;1497;13;2796;;;0;0;0;162;54237;9484;339;38562;12;1612;;;947;19;3738;;0;;;31;5350;;;947;1;0;1;1;1;0;1;0;1;;;;;4027;;
MCO;2014;350002200;350029948;7;2555;349;1;2092;;;0;0;0;;;0;0;0;7;2555;349;1;2092;;0;;;0;;0;;0;;;;0;;;0;;;;1;;;;;;;;;;1956;;
MCO;2014;350002804;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;45259;;0;;0;;;;0;;;45259;;;;;;;;;;;;;;;;
MCO;2014;350002812;350023503;45;15153;2235;1;11048;15;5430;767;0;2346;0;0;0;0;0;60;20583;3002;1;13394;37;217;0;0;47921;6;1041;0;0;0;0;43;1258;0;0;47921;0;0;0;0;0;0;0;0;0;;;;;38941;10015;
MCO;2014;350005021;440042844;75;24889;1706;6;24874;;;0;0;0;;;0;0;0;75;24889;1706;6;24874;3;614;;;39;;0;;0;;;3;614;;;39;1;0;0;1;1;0;0;1;0;;;;;4210;;
MCO;2014;350005146;350000733;30;10950;2582;98;15609;116;42340;5812;218;22927;0;;0;0;0;146;53290;8394;316;38536;20;421;;;5033;45;12421;;0;;;65;12842;;;5033;;;;;;;;;;;;;;;;
MCO;2014;350006771;350005179;30;14440;790;3;14394;;;0;0;0;;;0;0;0;30;14440;790;3;14394;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;20;;
MCO;2014;350007084;350005179;234;78676;10629;846;72205;42;15446;3329;272;11299;104;37184;6028;264;29933;380;131306;19986;1382;113437;31;2727;;;4103;20;3714;16;2064;;;67;8505;;;4103;0;0;1;0;0;1;0;1;0;;;119;;89979;31098;1
MCO;2014;350032934;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;13083;;0;;0;;;;0;;;13083;;;;;;;;;;;;;;;;
MCO;2014;350040044;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;10289;;0;;0;;;;0;;;10289;;;;;;;;;;;;;;;;
MCO;2014;350042131;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1468;;0;;0;;;;0;;;1468;;;;;;;;;;;;;;;;
MCO;2014;350042602;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1950;;0;;0;;;;0;;;1950;;;;;;;;;;;;;;;;
MCO;2014;350045779;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;2928;;0;;0;;;;0;;;2928;;;;;;;;;;;;;;;;
MCO;2014;350046744;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;1471;;0;;0;;;;0;;;1471;;;;;;;;;;;;;;;;
MCO;2014;350046751;350000626;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;5127;;0;;0;;;;0;;;5127;;;;;;;;;;;;;;;;
MCO;2014;360000038;360000046;56;20440;1548;430;15068;;;0;0;0;;;0;0;0;56;20440;1548;430;15068;3;221;;;375;;0;1;38;;;4;259;;;375;1;0;0;1;0;0;1;0;0;;;;;10359;4147;
MCO;2014;360000129;360000269;13;4745;170;6;1788;78;28470;3209;28;13732;0;0;0;0;0;91;33215;3379;34;15520;0;0;;;101;33;6811;;3;;;33;6814;;;101;;;;;;;;;;;;;;;;
MCO;2014;360000137;360000053;262;95630;14025;1639;82879;111;39345;5374;555;29964;40;13870;3007;584;11138;413;148845;22406;2778;123981;25;827;;;7367;8;1572;;0;;;33;2399;;;7367;1;0;1;1;1;1;1;1;1;;;23;;59732;;1156
MCO;2014;360000145;360000061;37;13505;834;22;11484;;;0;0;0;;;0;0;0;37;13505;834;22;11484;3;80;;;25;;0;;0;;;3;80;;;25;1;0;0;1;0;0;0;1;0;;;;;3626;167;0
MCO;2014;360000160;360000079;36;13140;2029;136;11136;6;2190;690;54;2830;13;4745;495;102;1606;55;20075;3214;292;15572;4;393;;;6;3;274;;0;;;7;667;;;6;1;0;0;1;0;1;1;1;1;;;;;9890;393;
MCO;2014;360002133;330031048;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;16850;;0;;0;;;;0;;;16850;;;;;;;;;;;;;;;;
MCO;2014;360002232;360000541;25;9125;1023;7;7349;;;0;0;0;;;0;0;0;25;9125;1023;7;7349;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2014;370000051;370000028;4;1460;8;0;82;37;15935;1322;20;6210;;;0;0;0;41;17395;1330;20;6292;;0;;;0;19;3905;;0;;;19;3905;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2014;370000085;370000077;77;28105;5970;730;29738;77;28105;3148;7;11442;;;0;0;0;154;56210;9118;737;41180;;0;;;12204;30;7394;;0;;;30;7394;;;12204;;;;;;;;;;;;;;;;
MCO;2014;370000093;370000192;56;20440;4544;1097;19866;109;39785;5907;174;23947;;;0;0;0;165;60225;10451;1271;43813;12;0;;;2344;26;6969;;0;;;38;6969;;;2344;;;;;;;;;;;;;;;;
MCO;2014;370000499;370000481;104;37960;4585;526;25493;69;22905;4175;1335;12362;;;0;0;0;173;60865;8760;1861;37855;11;1488;;;1411;11;1589;;0;;;22;3077;;;1411;1;1;1;1;1;;1;1;1;65;;;54;69019;23792;511
MCO;2014;370000531;370000606;65;23725;4030;458;21454;0;0;0;0;0;15;5475;812;121;2793;80;29200;4842;579;24247;5;53;0;0;1819;0;0;2;73;0;0;7;126;0;0;1819;1;0;1;0;0;1;1;0;0;30;;40;;11282;6386;0
MCO;2014;370000580;370000564;25;9125;680;12;6858;;;0;0;0;;;0;0;0;25;9125;680;12;6858;;0;;;4;;0;;0;;;;0;;;4;1;1;1;1;1;0;1;1;1;63;;;189;2429;599;
MCO;2014;370000861;370000481;381;130095;15697;812;110618;110;37186;6995;1462;25986;106;37094;8066;1381;30608;597;204375;30758;3655;167212;53;5552;3;405;49822;12;2868;20;1994;;;85;10414;3;405;49822;0;0;1;0;1;0;1;0;1;;;;;175577;48119;
MCO;2014;370000879;370000564;59;21535;3499;702;17319;24;8329;1260;25;5965;1;365;54;50;4;84;30229;4813;777;23288;;0;;;18;4;900;1;0;;;5;900;;;18;1;0;1;1;1;0;1;1;1;87;106;;176;8668;1285;
MCO;2014;370000903;370000614;35;12775;1693;54;12426;25;9125;992;12;3787;;;0;0;0;60;21900;2685;66;16213;3;855;;;485;7;350;;0;;;10;1205;;;485;1;1;0;1;0;0;1;0;1;;;;123;27486;946;
MCO;2014;370001109;370002701;10;3650;209;2;2910;;;0;0;0;;;0;0;0;10;3650;209;2;2910;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;370001158;370004327;14;5110;290;61;3081;0;0;0;0;0;0;0;0;0;0;14;5110;290;61;3081;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2014;370004467;370000481;259;88379;23634;3946;81502;272;94834;11181;878;66195;;;0;0;0;531;183213;34815;4824;147697;23;2171;;;4528;15;3173;;0;;;38;5344;;;4528;1;1;;1;0;0;0;1;0;;;;;115638;45452;3497
MCO;2014;370007569;370007528;104;37960;5415;946;34289;115;41975;8549;637;30368;86;31390;3519;278;14474;305;111325;17483;1861;79131;22;1;;;8341;67;19984;;0;;;89;19985;;;8341;;;;;;;;;;;;;;;;
MCO;2014;380000018;380780023;30;10950;1152;58;7371;;;0;0;0;;;0;0;0;30;10950;1152;58;7371;;0;;;129;;0;;0;;;;0;;;129;0;0;0;0;0;0;0;0;0;;;;;4693;76;
MCO;2014;380000026;380780031;35;12761;1379;350;10019;;;0;0;0;;;0;0;0;35;12761;1379;350;10019;;0;;;98;;0;;0;;;;0;;;98;1;1;0;1;0;0;1;1;1;;;;;6466;1314;
MCO;2014;380000034;380780049;243;81570;12312;657;76641;68;24820;2661;0;15699;31;11315;1557;0;6310;342;117705;16530;657;98650;14;522;;;4069;10;1394;0;468;;;24;2384;;;4069;1;0;1;1;1;1;1;0;1;;;;;;;
MCO;2014;380000042;380780056;64;23360;2406;95;20067;;;0;0;0;;;0;0;0;64;23360;2406;95;20067;5;325;;;7;;0;;0;;;5;325;;;7;1;0;1;1;0;0;0;0;0;;;;;1492;264;0
MCO;2014;380000059;380780072;32;11117;807;9;9522;;;0;0;0;;;0;0;0;32;11117;807;9;9522;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;1;0;1;;;;45;1791;;
MCO;2014;380000067;380780080;737;265714;34188;3066;233970;381;138609;17898;281;102246;78;28057;4913;285;21725;1196;432380;56999;3632;357941;101;12067;4;862;43881;21;6925;10;2686;;;132;21678;4;862;43881;1;1;1;1;1;1;1;0;1;100;100;80;40;384941;221394;
MCO;2014;380000091;380780171;28;10200;808;0;9542;0;;0;0;0;0;;0;0;0;28;10200;808;0;9542;2;60;0;0;108;0;0;0;0;0;0;2;60;0;0;108;1;0;1;1;1;0;1;0;0;154;44;0;0;13230;0;0
MCO;2014;380000109;380780213;20;7300;532;25;6380;;;0;0;0;;;0;0;0;20;7300;532;25;6380;;0;;;7;;0;;0;;;;0;;;7;0;0;0;0;0;0;1;1;0;;;;;270;;
MCO;2014;380000174;380781435;236;85314;11548;806;71740;48;17520;1906;95;10979;30;10950;2643;177;10086;314;113784;16097;1078;92805;12;1135;0;0;1042;12;1008;5;610;0;0;29;2753;0;0;1042;1;1;1;1;1;1;1;1;1;59;47;35;30;77108;28081;0
MCO;2014;380000406;380784751;123;44895;6872;547;41163;48;15695;1899;37;10929;28;9490;2096;113;8310;199;70080;10867;697;60402;7;786;1;143;1211;8;811;2;992;;;17;2589;1;143;1211;1;0;0;1;1;1;1;0;0;;;;;35927;12390;
