BOR;AN;FI;FI_EJ;LIT_MED;JLI_MED;SEJHC_MED;SEJ0_MED;JOU_MED;LIT_CHI;JLI_CHI;SEJHC_CHI;SEJ0_CHI;JOU_CHI;LIT_OBS;JLI_OBS;SEJHC_OBS;SEJ0_OBS;JOU_OBS;LIT_MCO;JLI_MCO;SEJHC_MCO;SEJ0_MCO;JOU_MCO;PLA_MED;SEJHP_MED;PLAN_MED;SEJN_MED;SEA_MED;PLA_CHI;SEJHP_CHI;PLA_OBS;SEJHP_OBS;PLAN_OBS;SEJN_OBS;PLA_MCO;SEJHP_MCO;PLAN_MCO;SEJN_MCO;SEA_MCO;PCAR;PDER;PEND;PGAS;PNEU;PPED;PPNE;PRHU;POPH;DEND;DNEU;DPED;DOPH;PCON;PDEN;PACT
MCO;2015;290000058;290000017;157;52173;7920;37;41611;40;12275;2963;20;8908;62;21936;3346;8;15719;259;86384;14229;65;66238;22;2114;;;33179;19;3218;5;1306;;;46;6638;;;33179;1;1;1;1;1;1;1;0;1;;;120;200;130635;34219;17061
MCO;2015;290000066;290020700;48;17520;1461;4;15183;;;0;0;0;;;0;0;0;48;17520;1461;4;15183;2;120;;;448;;0;;0;;;2;120;;;448;1;1;0;1;0;0;0;1;1;;;;;16808;;13267
MCO;2015;290000140;290000447;48;17520;2014;25;14024;93;33945;5571;624;17838;0;0;14;12;5;141;51465;7599;661;31867;13;1337;;;7498;23;8157;0;3;;;36;9497;;;7498;;;;;;;;;;;;;;;;
MCO;2015;290000173;290000041;54;18814;2828;159;16982;30;10950;1472;106;8648;18;6480;830;57;3022;102;36244;5130;322;28652;4;743;0;0;914;4;764;1;118;;;9;1625;0;0;914;1;0;1;1;1;0;1;1;0;;;;;25025;21;24021
MCO;2015;290000181;290000074;91;33091;4699;529;30075;0;0;0;0;0;0;0;0;0;0;91;33091;4699;529;30075;18;587;;;1381;2;534;0;0;;;20;1121;;;1381;1;1;1;1;1;0;1;0;1;43;74;0;29;58529;0;27685
MCO;2015;290000207;290000520;5;1825;744;0;4460;77;24685;3404;233;12118;;;0;0;0;82;26510;4148;233;16578;5;26;;;2068;33;8181;;0;;;38;8207;;;2068;;;;;;;;;;;;;;;;
MCO;2015;290000215;290029974;10;3650;321;0;2788;95;31243;4368;15;16080;;;0;0;0;105;34893;4689;15;18868;;0;;;94;37;7715;;0;;;37;7715;;;94;;;;;;;;;;;;;;;;
MCO;2015;290000256;290000017;90;29734;3403;147;29076;30;11533;1388;154;6438;12;4380;386;0;1440;132;45647;5177;301;36954;0;24;;;100;6;451;0;137;;;6;612;;;100;1;1;0;1;0;1;1;1;1;;;20;80;20842;4537;
MCO;2015;290000272;290000090;5;1670;101;0;1578;;;0;0;0;;;0;0;0;5;1670;101;0;1578;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;290000322;290000108;15;4592;218;4;4540;;;0;0;0;;;0;0;0;15;4592;218;4;4540;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;290000389;290000116;10;3650;182;0;2984;0;0;0;0;0;0;0;0;0;0;10;3650;182;0;2984;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;290000728;750821092;60;22734;4138;411;22729;36;15746;1782;53;8494;;;0;0;0;96;38480;5920;464;31223;6;791;;;127;10;1639;;0;;;16;2430;;;127;1;1;0;1;1;0;1;0;1;;95;;102;119163;1305;40761
MCO;2015;290000785;220020739;88;32120;4063;218;29400;;;0;0;0;;;0;0;0;88;32120;4063;218;29400;2;197;;;580;7;501;;0;;;9;698;;;580;1;1;1;1;1;0;0;0;1;;;;;69660;0;1464
MCO;2015;290000850;330031089;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;7335;;0;;0;;;;0;;;7335;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;290000934;290000306;97;35375;5352;397;34712;;;0;0;0;;;0;0;0;97;35375;5352;397;34712;5;601;;;156;;0;;0;;;5;601;;;156;1;0;1;1;1;0;1;1;0;;;;;29233;;4099
MCO;2015;290000975;290000546;3;1095;157;6;646;;;0;0;0;;;0;0;0;3;1095;157;6;646;2;517;;;0;;0;;0;;;2;517;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;290001015;290000751;32;11680;428;2;8009;;;0;0;0;;;0;0;0;32;11680;428;2;8009;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;290004142;290022508;21;7665;541;3;3513;66;24090;2645;20;8535;;;0;0;0;87;31755;3186;23;12048;;3621;;;143;12;2397;;0;;;12;6018;;;143;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;290004324;290000017;421;151139;22043;1111;143534;215;78380;9453;366;53961;;;0;0;0;636;229519;31496;1477;197495;50;6178;;;11675;13;1062;;0;;;63;7240;;;11675;1;1;1;1;1;0;1;1;0;66;210;;;115486;19587;
MCO;2015;290004365;290000017;10;460;25;0;355;;;0;0;0;;;0;0;0;10;460;25;0;355;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;290019777;290022508;21;7665;1287;266;4804;108;39420;8450;73;27259;45;16425;2924;113;12944;174;63510;12661;452;45007;0;3289;;;107;22;6870;;0;;;22;10159;;;107;;;;;;;;;;;;;;;;
MCO;2015;290023431;290001049;6;2190;285;1;1845;65;23725;2153;84;5859;;;0;0;0;71;25915;2438;85;7704;0;0;;;868;10;4887;;0;;;10;4887;;;868;;;;;;;;;;;;;;;;
MCO;2015;2A0000022;2A0000014;113;41245;9215;827;49080;58;21170;4337;283;19432;29;10585;2289;391;7635;200;73000;15841;1501;76147;4;201;0;0;11054;11;2156;0;0;0;0;15;2357;0;0;11054;1;1;1;1;1;1;1;1;1;15;30;26;60;61028;0;10836
MCO;2015;2A0000139;2A0000063;17;6205;2193;254;9180;54;19710;1869;88;7110;;;0;0;0;71;25915;4062;342;16290;12;4105;0;0;32;17;4377;;0;;;29;8482;0;0;32;;;;;;;;;;;;;;;;
MCO;2015;2A0000154;2A0000204;24;8760;1855;351;8743;36;13140;1147;171;3798;8;2920;350;22;1215;68;24820;3352;544;13756;1;1191;;;4452;3;1274;;0;;;4;2465;;;4452;;;;;;;;;;;;;;;;
MCO;2015;2A0000212;2A0000170;6;2190;121;8;1591;;;0;0;0;;;0;0;0;6;2190;121;8;1591;0;0;;;0;;0;;0;;;0;0;;;0;1;0;1;1;0;0;0;0;;;;;;;;
MCO;2015;2A0000287;2A0000386;18;6570;700;8;3844;;;0;0;0;;;0;0;0;18;6570;700;8;3844;0;3;;;13797;;0;;0;;;0;3;;;13797;0;0;0;0;0;0;0;0;0;;;;;5275;0;0
MCO;2015;2A0002614;2A0002606;5;1825;269;9;2019;;;0;0;0;;;0;0;0;5;1825;269;9;2019;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;2B0000012;2B0000020;157;56627;10496;1404;53181;99;34665;3303;160;19982;24;8760;1700;423;6372;280;100052;15499;1987;79535;8;265;0;0;13449;6;1328;;0;;;14;1593;0;0;13449;1;0;1;1;1;1;1;0;1;;;;;66079;101;94416
MCO;2015;2B0000038;2B0004246;20;7300;444;14;6435;;;0;0;0;;;0;0;0;20;7300;444;14;6435;;0;;;632;;0;;0;;;;0;;;632;;;;;;;;;;;;;;;;
MCO;2015;2B0000079;2B0000046;;;0;0;0;23;8395;382;0;473;;;0;0;0;23;8395;382;0;473;;0;;;0;4;3683;;0;;;4;3683;;;0;;;;;;;;;;;;;;;;
MCO;2015;2B0000145;2B0000053;18;6570;1665;1;8150;63;22995;2599;0;11526;16;5840;552;0;2638;97;35405;4816;1;22314;10;35;;;4902;12;8014;0;226;;;22;8275;;;4902;;;;;;;;;;;;;;;;
MCO;2015;2B0000392;2B0000129;22;8030;1699;49;5374;36;13140;1769;12;7356;;;0;0;0;58;21170;3468;61;12730;4;1967;;;1;4;848;0;0;;;8;2815;;;1;;;;;;;;;;;;;;;;
MCO;2015;2B0005359;2B0005342;8;2920;1412;440;2912;0;;0;0;0;0;;0;0;0;8;2920;1412;440;2912;0;0;;;16;;0;;0;;;0;0;;;16;1;1;1;1;0;0;1;0;1;;;;;9066;0;0
MCO;2015;300000023;300780046;198;70140;11078;1288;63399;43;15695;2661;149;12872;30;10950;2111;161;7331;271;96785;15850;1598;83602;0;0;0;0;6733;12;3516;1;494;0;0;13;4010;0;0;6733;1;0;1;1;1;1;1;0;1;;;;;102402;0;16650
MCO;2015;300000031;300780053;119;43435;6360;661;32648;60;21900;2423;137;11666;29;10585;1612;162;6454;208;75920;10395;960;50768;11;777;;;1878;10;1929;1;230;;;22;2936;;;1878;1;0;1;1;1;1;1;1;1;;;;;55855;;15176
MCO;2015;300000056;300780079;5;1825;75;0;1987;;;0;0;0;;;0;0;0;5;1825;75;0;1987;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;300000064;300780087;10;3650;300;3;3513;;;0;0;0;;;0;0;0;10;3650;300;3;3513;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;300000072;300780095;21;7665;308;4;5352;;;0;0;0;;;0;0;0;21;7665;308;4;5352;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;300000478;300781010;11;4015;352;4;3410;;;0;0;0;;;0;0;0;11;4015;352;4;3410;1;10;0;0;0;;0;;0;;;1;10;0;0;0;0;0;0;0;0;0;1;1;0;;;;;1250;0;13385
MCO;2015;300002508;300000213;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;0;15;4505;;0;;;15;4505;;;0;;;;;;;;;;;;;;338;0;0
MCO;2015;300002805;300780038;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;5;317;;;0;;0;;0;;;5;317;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;300007119;340000264;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;8666;;0;;0;;;;0;;;8666;;;;;;;;;;;;;;;;
MCO;2015;300008588;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;19943;;0;;0;;;;0;;;19943;;;;;;;;;;;;;;;;
MCO;2015;300008638;340000413;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;4630;;0;;0;;;;0;;;4630;;;;;;;;;;;;;;;;
MCO;2015;300780137;920028396;58;21170;2807;400;15385;59;21535;3266;69;13555;1;365;86;86;0;118;43070;6159;555;28940;;0;;;236;31;5672;;0;;;31;5672;;;236;;;;;;;;;;;;;;;;
MCO;2015;300780152;920029527;83;30295;4562;35;27404;126;45625;5489;44;27495;;;0;0;0;209;75920;10051;79;54899;4;645;;;188;25;4882;;0;;;29;5527;;;188;;;;;;;;;;;;;;;;
MCO;2015;300780228;300000155;;;0;0;0;8;2920;3526;3087;1027;;;0;0;0;8;2920;3526;3087;1027;;0;;;0;0;0;;0;;;0;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;300780285;300000726;24;8760;1163;33;6092;;;0;0;0;;;0;0;0;24;8760;1163;33;6092;;0;0;0;6512;;0;;0;;;;0;0;0;6512;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;300781465;300000726;6;2190;247;6;2090;84;26292;3374;275;11096;24;8760;1590;288;5350;114;37242;5211;569;18536;;0;;;12;22;5786;;0;;;22;5786;;;12;;;;;;;;;;;;;;;;
MCO;2015;300782117;300780038;521;183302;25243;1195;171256;234;81907;12546;657;55709;60;21900;4075;79;20091;815;287109;41864;1931;247056;54;12231;;;42429;19;4615;15;2087;;;88;18933;;;42429;1;1;1;1;1;1;1;1;1;;;;;394385;1022;20409
MCO;2015;300782141;300780038;10;3650;293;1;3445;;;0;0;0;;;0;0;0;10;3650;293;1;3445;;0;;;0;;0;;0;;;;0;;;0;0;0;1;0;0;0;0;0;0;;;;;766;0;0
MCO;2015;300788502;300788486;33;12045;3186;461;9722;149;54385;7386;702;24333;32;11680;1790;86;7149;214;78110;12362;1249;41204;0;0;;;1624;47;12784;2;286;;;49;13070;;;1624;;;;;;;;;;;;;;;;
MCO;2015;310000310;310780671;119;43141;6550;620;41708;;;0;0;0;;;0;0;0;119;43141;6550;620;41708;10;177;;;1853;;0;;0;;;10;177;;;1853;1;1;1;1;0;0;1;0;0;;;;;28191;;14593
MCO;2015;310000336;310780713;10;3650;129;3;1775;;;0;0;0;;;0;0;0;10;3650;129;3;1775;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;310009279;310780671;0;;54;5;69;40;12740;1978;46;9072;14;5110;860;147;3158;54;17850;2892;198;12299;;35;;;50;15;3982;0;0;;;15;4017;;;50;0;0;0;1;0;1;0;0;0;;;;;26381;5;7602
MCO;2015;310013628;310786256;15;5475;455;2;4773;0;;0;0;0;0;;0;0;0;15;5475;455;2;4773;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;310016977;310781406;215;70437;13378;3098;56910;36;12494;2785;25;10225;127;45159;12094;531;52049;378;128090;28257;3654;119184;35;8059;0;;3017;23;3762;12;2803;0;;70;14624;0;;3017;1;1;1;1;1;1;1;1;0;50;125;125;;192483;29;35225
MCO;2015;310019351;310781406;103;33518;5702;61;30697;37;11244;2900;364;8279;;;0;0;0;140;44762;8602;425;38976;76;6085;3;679;26299;5;994;;0;;;81;7079;3;679;26299;0;1;1;0;0;0;1;0;0;55;;;;78514;0;8777
MCO;2015;310022298;310781406;;;;;;;;;;;;;;;;;;;;;4;;;;;;;;;;;4;;;;;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;310025333;310781406;97;34594;3819;26;28776;17;6205;1100;14;5454;;;0;0;0;114;40799;4919;40;34230;34;2443;;;8147;3;448;;0;;;37;2891;;;8147;0;0;0;0;0;0;0;0;0;;;;;13522;0;110
MCO;2015;310026083;310026075;15;5475;2195;61;8377;128;46720;5972;1882;10359;56;20440;6420;140;24824;199;72635;14587;2083;43560;7;2772;;;162;31;8240;7;1286;;;45;12298;;;162;;;;;;;;;;;;;;;;
MCO;2015;310780101;310000039;40;14600;3529;354;12691;71;25915;7495;805;22834;30;10950;1069;276;3444;141;51465;12093;1435;38969;;0;;;3784;44;17155;;0;;;44;17155;;;3784;;;;;;;;;;;;;;;;
MCO;2015;310780150;310788799;12;4380;1135;3;3273;97;35405;7616;21;20353;;;0;0;0;109;39785;8751;24;23626;1;191;;;112;44;11114;;0;;;45;11305;;;112;;;;;;;;;;;;;;;;
MCO;2015;310780259;310000096;242;86540;16651;194;76402;87;30838;5395;388;24173;;;0;0;0;329;117378;22046;582;100575;21;4068;;;12087;14;7481;;0;;;35;11549;;;12087;;;;;;;;;;;;;;;;
MCO;2015;310780283;310000112;74;27010;7924;107;33013;228;83220;13252;130;51208;35;12775;932;12;3693;337;123005;22108;249;87914;11;6472;;;3677;44;12505;0;603;;;55;19580;;;3677;;;;;;;;;;;;;;;;
MCO;2015;310780309;310000120;47;17155;3222;38;14674;81;29565;3070;35;8875;1;365;124;1;384;129;47085;6416;74;23933;8;1130;;;265;22;6876;1;67;;;31;8073;;;265;;;;;;;;;;;;;;;;
MCO;2015;310780366;310000153;40;14600;1172;43;12170;;;0;0;0;;;0;0;0;40;14600;1172;43;12170;;0;;;0;2;961;;0;;;2;961;;;0;;;;;;;;;;;;;;;;
MCO;2015;310780382;310000179;43;15695;2014;16;11540;98;35770;6836;452;23495;69;25185;4525;604;18743;210;76650;13375;1072;53778;;0;;;236;15;7738;;0;;;15;7738;;;236;;;;;;;;;;;;;;;;
MCO;2015;310781000;310788880;129;47085;7011;270;40953;180;65700;10924;201;43666;0;;261;4;816;309;112785;18196;475;85435;6;214;;;3344;23;17884;0;19;;;29;18117;;;3344;;;;;;;;;;;;;;;;
MCO;2015;310781067;310788898;51;18615;2621;468;15247;33;12045;1642;91;8317;39;14235;2774;79;11253;123;44895;7037;638;34817;5;396;;;894;9;1994;4;1199;;;18;3589;;;894;1;0;1;1;0;1;1;0;1;;;;;101109;;37326
MCO;2015;310781505;310000492;61;22256;3503;256;17874;81;29565;5988;2;25405;20;7300;573;14;2568;162;59121;10064;272;45847;12;5294;;;3730;38;5316;0;218;;;50;10828;;;3730;;;;;;;;;;;;;;;;
MCO;2015;310781695;750043994;45;16425;794;2;14001;;;0;0;0;;;0;0;0;45;16425;794;2;14001;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;310782016;310000617;36;12480;1296;35;9900;0;0;0;0;0;0;0;0;0;0;36;12480;1296;35;9900;0;0;0;0;40644;0;0;0;0;0;0;0;0;0;0;40644;;;;;;;;;;;;;;;;
MCO;2015;310782347;310789136;60;21900;3438;53;17165;33;12045;1546;38;8634;;;0;0;0;93;33945;4984;91;25799;49;1367;;;72405;7;1891;;0;;;56;3258;;;72405;0;1;0;0;0;0;0;0;0;;;;;102302;378;112259
MCO;2015;310783048;310781406;475;167725;29735;4799;136226;298;103132;15969;274;89702;;;0;0;0;773;270857;45704;5073;225928;91;9065;5;985;14606;31;8019;;0;;;122;17084;5;985;14606;1;;;1;1;;;;1;;160;;158;366497;87;65388
MCO;2015;310783055;310781406;438;148330;28969;5197;126209;172;54411;9085;448;41524;;;0;0;0;610;202741;38054;5645;167733;63;10273;0;;6486;21;3051;;0;0;;84;13324;0;;6486;1;0;0;1;0;0;0;0;0;;;;;194162;9075;35321
MCO;2015;310783063;310781406;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;4;881;;;0;;0;;0;;;4;881;;;0;0;0;0;0;0;0;0;0;0;;;;;17462;5306;2192
MCO;2015;310786389;310001433;5;1825;218;0;910;;;0;0;0;;;0;0;0;5;1825;218;0;910;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;310787304;310781406;70;24872;2607;9;24032;;;0;0;0;;;0;0;0;70;24872;2607;9;24032;9;2847;;;386;;0;;0;;;9;2847;;;386;0;0;0;0;0;0;0;0;0;;;;;8395;378;155
MCO;2015;320000086;320780117;201;71077;11121;1651;53503;46;16790;2074;132;12088;20;7300;1606;201;6451;267;95167;14801;1984;72042;0;662;0;0;8425;7;1535;1;141;0;0;8;2338;0;0;8425;1;1;1;1;1;1;1;1;0;;;;;66224;0;39193
MCO;2015;320000102;320780133;20;7300;1026;186;6931;;;0;0;0;;;0;0;0;20;7300;1026;186;6931;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;320000110;320004310;28;7548;541;4;7545;;;0;0;0;;;0;0;0;28;7548;541;4;7545;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;320000128;320780158;15;5475;310;2;3524;;;0;0;0;;;0;0;0;15;5475;310;2;3524;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;320000144;320780174;28;10220;598;2;8713;;;0;0;0;;;0;0;0;28;10220;598;2;8713;;0;;;0;;0;;0;;;;0;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;320000151;320780182;14;5110;163;1;1951;0;0;0;0;0;0;0;0;0;0;14;5110;163;1;1951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;320000177;320780208;10;3650;235;10;3244;0;0;0;0;0;0;0;0;0;0;10;3650;235;10;3244;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;320780067;320000052;15;3650;189;2;740;42;15330;2274;97;7777;0;0;0;0;0;57;18980;2463;99;8517;0;0;;;5;12;4636;0;0;;;12;4636;;;5;;;;;;;;;;;;;;;;
MCO;2015;330000217;330780347;12;4380;237;4;2879;0;0;0;0;0;0;0;0;0;0;12;4380;237;4;2879;3;196;;;0;0;0;0;0;;;3;196;;;0;;;;;;;;;;;;;;;;
MCO;2015;330000332;330780545;70;24970;2676;18;22461;;;0;0;0;;;0;0;0;70;24970;2676;18;22461;8;931;;;727;;0;;0;;;8;931;;;727;1;1;1;1;0;0;1;1;1;60;;;;18050;;816
MCO;2015;330000340;330780552;96;27284;2498;51;25834;72;27333;3428;116;13692;40;14600;6087;487;21449;208;69217;12013;654;60975;19;2939;2;291;2698;42;5386;9;577;0;0;70;8902;2;291;2698;1;1;0;1;0;1;0;1;1;;;;;198532;;16108
MCO;2015;330000555;330781204;102;37230;7246;973;35507;40;14600;1988;82;10471;22;8030;1775;420;5107;164;59860;11009;1475;51085;4;466;;;800;5;979;3;383;;;12;1828;;;800;1;0;0;1;1;1;0;0;0;;5;8;;32619;;6882
MCO;2015;330000571;330781220;50;18250;5317;1877;21376;20;7300;1193;92;5720;15;5475;749;122;2069;85;31025;7259;2091;29165;3;1063;0;0;319;7;1747;0;306;;;10;3116;0;0;319;1;1;1;1;0;1;1;1;0;26;;26;;43807;373;13450
MCO;2015;330000589;330027509;65;23305;5568;1524;26000;34;11990;1451;34;9519;18;6570;1209;96;4027;117;41865;8228;1654;39546;3;103;;;553;5;1101;0;258;;;8;1462;;;553;1;0;1;1;0;1;0;0;0;;;;;21702;;5402
MCO;2015;330000597;330027509;35;12775;1170;27;10997;;;0;0;0;;;0;0;0;35;12775;1170;27;10997;3;180;;;27;;0;;0;;;3;180;;;27;0;0;0;0;0;1;0;1;0;;;;;2172;;2
MCO;2015;330000605;330781253;377;137574;22240;3506;122692;123;44895;6772;707;36063;36;13140;3038;623;9376;536;195609;32050;4836;168131;27;3199;2;150;28627;14;3696;0;0;;;41;6895;2;150;28627;1;1;1;1;1;1;1;1;1;;;;;156201;1702;104456
MCO;2015;330000613;330781261;39;14235;1561;107;12835;0;0;0;0;0;0;0;0;0;0;39;14235;1561;107;12835;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;56;;40;;11386;0;1820
MCO;2015;330000621;330781279;4;1460;8;0;94;0;0;0;0;0;0;0;0;0;0;4;1460;8;0;94;;0;;;0;;0;;0;;;;0;;;0;;;;;;;;;;;;;;;;
MCO;2015;330000662;330781329;100;36500;4819;65;22964;48;17520;2841;11;10841;;;0;0;0;148;54020;7660;76;33805;25;1197;;;48646;10;1532;;0;;;35;2729;;;48646;0;0;0;1;0;1;1;0;0;;;;;97043;29;9620
MCO;2015;330017989;330000134;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;14722;;0;;0;;;;0;;;14722;;;;;;;;;;;;;;;;
MCO;2015;330780040;330000027;10;3650;2065;46;2579;71;25915;5730;10;12743;;;0;0;0;81;29565;7795;56;15322;;0;;;0;38;9368;;0;;;38;9368;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;330780081;330000043;61;22265;4526;29;21073;130;47450;5418;66;24639;;;0;0;0;191;69715;9944;95;45712;;0;;;16;9;4204;;0;;;9;4204;;;16;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;330780115;330000076;23;8395;834;29;7228;97;30514;6062;30;15771;;;0;0;0;120;38909;6896;59;22999;0;0;;;8891;27;8807;;0;;;27;8807;;;8891;;;;;;;;;;;;;;;;
MCO;2015;330780206;330000126;14;5110;432;16;3221;33;12045;3049;790;7663;;;0;0;0;47;17155;3481;806;10884;;0;;;1789;20;5571;;0;;;20;5571;;;1789;;;;;;;;;;;;;;;;
MCO;2015;330780255;330010059;;;0;0;0;54;19710;1598;4;5567;;;0;0;0;54;19710;1598;4;5567;;0;;;4;19;9123;;0;;;19;9123;;;4;;;;;;;;;;;;;;;;
MCO;2015;330780263;330000134;28;10220;9084;5585;11270;90;32850;5118;137;22206;31;11315;1872;230;6465;149;54385;16074;5952;39941;1;9;;;2715;39;10007;0;0;;;40;10016;;;2715;;;;;;;;;;;;;;;;
MCO;2015;330780271;330021429;;;0;0;0;45;16425;2337;2;7144;;;0;0;0;45;16425;2337;2;7144;;0;;;0;40;6490;;0;;;40;6490;;;0;;;;;;;;;;;;;;;;
MCO;2015;330780354;330000225;63;22995;3533;43;14590;4;1460;298;0;722;;;0;0;0;67;24455;3831;43;15312;1;21;;;530;9;2458;;0;;;10;2479;;;530;;;;;;;;;;;;;;;;
MCO;2015;330780370;750034589;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;3;1282;;;0;;0;;0;;;3;1282;;;0;;;;;;;;;;;;;;;;
MCO;2015;330780446;330000258;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;25112;;0;;0;;;;0;;;25112;;;;;;;;;;;;;;;;
MCO;2015;330780453;330000308;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;;0;;;20580;;0;;0;;;;0;;;20580;;;;;;;;;;;;;;;;
MCO;2015;330780479;330000274;85;31025;12171;4565;38541;93;33945;3822;41;19562;60;21900;4010;99;16636;238;86870;20003;4705;74739;14;1219;;;10811;27;7826;1;113;;;42;9158;;;10811;;;;;;;;;;;;;;;;
MCO;2015;330780487;330000282;;;0;0;0;20;7300;964;0;1094;;;0;0;0;20;7300;964;0;1094;;0;;;0;27;5057;;0;;;27;5057;;;0;0;0;0;0;0;0;0;0;0;;;;;;;
MCO;2015;330780495;330796392;42;13960;4385;2119;13651;25;10527;1226;20;5008;12;4380;458;26;1668;79;28867;6069;2165;20327;0;0;;;191;22;2670;1;130;;;23;2800;;;191;1;0;0;1;0;1;0;0;1;;;15;40;40345;0;17972
MCO;2015;330780503;330000308;66;24090;3550;4;15290;97;35405;8018;1301;22799;35;12775;571;0;2371;198;72270;12139;1305;40460;;16;;;241;25;10923;;17;;;25;10956;;;241;;;;;;;;;;;;;;;;
MCO;2015;330780511;330000316;18;6570;1187;48;4309;54;19710;2182;34;7441;;;0;0;0;72;26280;3369;82;11750;4;0;;;1708;3;5243;;0;;;7;5243;;;1708;;;;;;;;;;;;;;;;
MCO;2015;330780529;330796392;42;15330;4070;1650;13313;102;37230;4378;78;22451;0;0;0;0;0;144;52560;8448;1728;35764;0;0;0;0;558;33;7230;0;0;0;0;33;7230;0;0;558;1;0;0;1;0;0;1;0;0;;;;;42192;0;2749
MCO;2015;330780537;330000324;62;22630;5115;2137;19826;47;17155;2567;167;10889;13;4745;425;0;1766;122;44530;8107;2304;32481;2;41;0;0;17;15;3638;2;123;0;0;19;3802;0;0;17;1;1;0;1;1;0;1;0;1;;;;;644;1;678
MCO;2015;330781139;330056540;;;0;0;0;;;0;0;0;;;0;0;0;;;0;0;0;2;302;;;0;;0;;0;;;2;302;;;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0
MCO;2015;330781303;750821092;64;22456;5551;974;24298;38;12740;2020;51;10756;0;;0;0;0;102;35196;7571;1025;35054;0;578;0;0;802;12;1584;0;0;0;0;12;2162;0;0;802;1;1;0;1;1;0;1;0;0;0;5;0;0;61709;904;29770
MCO;2015;330781337;330781196;71;22948;724;4;9147;;;0;0;0;;;0;0;0;71;22948;724;4;9147;4;842;;;54;;0;;0;;;4;842;;;54;0;0;0;0;0;0;0;0;0;;;;;5413;3430;42
MCO;2015;330781352;330781196;295;97737;20199;3363;94012;58;19482;1844;49;13900;0;0;0;0;0;353;117219;22043;3412;107912;58;5978;0;0;10211;7;1195;0;0;0;0;65;7173;0;0;10211;1;1;1;1;0;0;0;0;0;;;;;71283;18257;27343
